,category,term,tf_idf
22503,Зоотовары,жидког,0.0003919255083696502
22504,Красота,жидког,6.751709340603425e-05
22505,Дом,жидкост,0.0003210167057911665
22506,Автотовары,жидкостей,0.0003385247609632983
22507,Автотовары,жидкость,0.000471061244447214
22508,Бытовая техника,жидкость,0.0001334117241988984
22509,Дом,жидкость,0.00022334928837705706
22510,Здоровье,жидкость,0.0003223912208969004
22511,Игрушки,жидкость,0.0004698458305307911
22512,Красота,жидкость,0.0001763917685827425
22513,Сад и дача,жидкость,0.0016316457741336384
22514,Электроника,жидкость,4.408646965956624e-05
22515,Ювелирные изделия,жидкость,5.5019341583584656e-05
22516,Здоровье,жизн,0.0002730200758366395
22517,Зоотовары,жизн,0.0001445200931812007
22518,Книги,жизн,0.002437105923997078
22519,Продукты,жизн,8.291452075856961e-05
22520,Ювелирные изделия,жизн,0.00046593653418484503
22521,Книги,жизненной,0.00011239791921303292
22522,Книги,жизненных,0.00011239791921303292
22523,Книги,жизнеописан,0.0008991833537042634
22524,Книги,жизнесмен,0.00011239791921303292
22525,Книги,жизнеутверждающ,0.00022479583842606584
22526,Женщинам,жизнь,0.00011584389143307633
22527,Здоровье,жизнь,0.00010515746569874642
22528,Книги,жизнь,0.002142650817038566
22529,Электроника,жизнь,8.628066374959844e-05
22530,Игрушки,жик,0.00023009837138305878
22531,Книги,жик,8.680825699278168e-05
22532,Дом,жил,0.0001239653762739075
22533,Книги,жил,0.00017361651398556337
22534,Канцтовары,жилбыл,0.0004082771138156663
22535,Автотовары,жилет,0.00013929648840777984
22536,Женщинам,жилет,0.005280257487778255
22537,Здоровье,жилет,7.944466792411491e-05
22538,Зоотовары,жилет,0.0012615941273870777
22539,Игрушки,жилет,0.000122591542078028
22540,Мужчинам,жилет,0.00717693424701225
22541,Зоотовары,жилетик,0.000306598432801956
22542,Женщинам,жилетк,0.0008156482472811783
22543,Зоотовары,жилетк,0.0001959627541848251
22544,Мужчинам,жилетк,0.0042934457883468625
22545,Книги,жилибыл,0.00011239791921303292
22546,Дом,жир,0.0003026327552276092
22547,Здоровье,жир,0.0027302007583663948
22548,Зоотовары,жир,0.0002890401863624014
22549,Книги,жир,0.00021192225426061546
22550,Продукты,жир,0.0006633161660685569
22551,Продукты,жир90,0.00017590261368866553
22552,Дом,жираф,0.0001239653762739075
22553,Игрушки,жираф,0.00015339891425537254
22554,Игрушки,жирафик,9.93092095679102e-05
22555,Игрушки,жирафф,9.93092095679102e-05
22556,Красота,жирног,0.00010563555871494477
22557,Женщинам,жирной,5.475572869067083e-05
22558,Красота,жирной,0.0018764661501946493
22559,Продукты,жирност,0.0005277078410659967
22560,Продукты,жирность,0.0005277078410659967
22561,Продукты,жирность1719,0.00017590261368866553
22562,Красота,жирных,0.00010563555871494477
22563,Книги,жиров,8.680825699278168e-05
22564,Продукты,жиров,0.000135854821883723
22565,Здоровье,жиром,0.001930701019546847
22566,Продукты,жирорастворимый,0.0008795130684433277
22567,Здоровье,жиросжигатель,0.0005964551353068623
22568,Продукты,жиросжигатель,0.000271709643767446
22569,Красота,жиросжигающий,8.15854847910717e-05
22570,Продукты,жиросжигающий,0.000135854821883723
22571,Книги,жит,0.00011239791921303292
22572,Книги,житейских,0.00011239791921303292
22573,Книги,житейском,0.00011239791921303292
22574,Игрушки,жителей,0.0001986184191358204
22575,Книги,жить,0.0008680825699278169
22576,Электроника,жить,0.0002446927787255817
22577,Книги,житьебыть,0.00011239791921303292
22578,Автотовары,жкдисплеем,0.00016926238048164914
22579,Продукты,жкт,0.00035180522737733106
22580,Для ремонта,жлт,0.00032183112449507643
22581,Для ремонта,жлтый,0.00032183112449507643
22582,Ювелирные изделия,жлуд,0.00019769626218983267
22583,Продукты,жмых,0.00017590261368866553
22584,Игрушки,жмякалк,9.93092095679102e-05
22585,Зоотовары,жнец,0.00023679509135583862
22586,Книги,жнец,8.680825699278168e-05
22587,Зоотовары,жнецысертификатmessor,0.000306598432801956
22588,Красота,жожоб,0.00010563555871494477
22589,Игрушки,жонглер,9.93092095679102e-05
22590,Аксессуары,жопой,0.00018656305151807238
22591,Электроника,жсткий,0.0001584121149759833
22592,Ювелирные изделия,жужжащий,0.00019769626218983267
22593,Игрушки,жук,7.669945712768627e-05
22594,Книги,жук,8.680825699278168e-05
22595,Игрушки,жуков,0.0003834972856384313
22596,Книги,жуков,0.001649356882862852
22597,Книги,жуковой,0.0006743875152781975
22598,Продукты,жульен,0.00035180522737733106
22599,Женщинам,журавл,0.00021269048071094867
22600,Аксессуары,журавлин,0.0007462522060722895
22601,Книги,журн,0.00011239791921303292
22602,Здоровье,журнал,0.00012340098605208402
22603,Канцтовары,журнал,0.0002609508044864307
22604,Книги,журнал,0.00014367852837562765
22605,Книги,журналистик,0.00011239791921303292
22606,Мебель,журнальн,0.0011706324859073046
22607,Мебель,журнальный,0.02575391468996071
22608,Книги,жутк,0.00011239791921303292
22609,Электроника,жучков,0.0001584121149759833
22610,Игрушки,жующий,9.93092095679102e-05
22611,Женщинам,жюстин,0.00021269048071094867
22612,Автотовары,з,5.0077896648292854e-05
22613,Аксессуары,з,4.293058458844772e-05
22614,Бытовая техника,з,3.1517385783965554e-05
22615,Детям,з,1.612818605382042e-05
22616,Для ремонта,з,3.173894034576616e-05
22617,Дом,з,2.1105748324964703e-05
22618,Здоровье,з,8.25090342596724e-05
22619,Зоотовары,з,6.047338885618286e-05
22620,Игрушки,з,4.24400613641509e-05
22621,Канцтовары,з,1.3421410561483523e-05
22622,Книги,з,0.00019213422841079104
22623,Красота,з,0.0001632116356884974
22624,Мебель,з,9.620634293663618e-06
22625,Обувь,з,7.342880304987721e-05
22626,Продукты,з,5.782497027789614e-06
22627,Сад и дача,з,3.730281720349706e-05
22628,Товары для взрослых,з,2.536326876760837e-05
22629,Электроника,з,1.5622580554188454e-05
22630,Ювелирные изделия,з,0.0001949677764097064
22631,Красота,заатар,0.00010563555871494477
22632,Игрушки,забав,0.0001986184191358204
22633,Игрушки,забавный,9.93092095679102e-05
22634,Книги,заблужден,0.00011239791921303292
22635,Здоровье,забол,0.00014911378382671556
22636,Красота,забол,8.15854847910717e-05
22637,Здоровье,заболеваний,0.0003861402039093694
22638,Автотовары,забор,0.00010818425246318525
22639,Зоотовары,забор,0.0001959627541848251
22640,Сад и дача,забор,0.0013296690048209992
22641,Сад и дача,заборбордюр,0.00018912426622707312
22642,Сад и дача,заборчик,0.0013238698635895118
22643,Детям,забот,0.0009812335630403426
22644,Книги,заботливой,0.00011239791921303292
22645,Книги,заботой,0.00011239791921303292
22646,Детям,заброшенн,0.00015678915067724705
22647,Игрушки,заброшенн,6.34735997995666e-05
22648,Книги,заброшенн,7.183926418781382e-05
22649,Книги,забыт,0.00022479583842606584
22650,Продукты,завариван,0.00017590261368866553
22651,Продукты,заварной,0.0007036104547546621
22652,Дом,заварочный,0.0024076252934337487
22653,Игрушки,заварушк,9.93092095679102e-05
22654,Дом,заведений,0.00016050835289558324
22655,Книги,заверен,0.00011239791921303292
22656,Для ремонта,завертк,0.00032183112449507643
22657,Книги,завет,0.0014611729497694282
22658,Книги,заветов,0.00022479583842606584
22659,Книги,завещан,0.00011239791921303292
22660,Бытовая техника,завивк,0.0007404740220952535
22661,Красота,завивк,0.0001631709695821434
22662,Продукты,зависимост,0.0007036104547546621
22663,Красота,завитков,0.00010563555871494477
22664,Игрушки,заводн,0.0006951644669753714
22665,Игрушки,заводной,0.0001986184191358204
22666,Игрушки,заводным,9.93092095679102e-05
22667,Игрушки,заводом,9.93092095679102e-05
22668,Книги,заводят,0.00011239791921303292
22669,Книги,завоеван,0.0004495916768521317
22670,Игрушки,завтрак,6.34735997995666e-05
22671,Книги,завтрак,7.183926418781382e-05
22672,Продукты,завтрак,0.0008994269235291487
22673,Книги,завтрашнег,0.00011239791921303292
22674,Женщинам,завышенной,0.0008507619228437947
22675,Дом,завязкам,0.0001239653762739075
22676,Женщинам,завязкам,5.475572869067083e-05
22677,Аксессуары,завязках,0.00014408819518129038
22678,Мужчинам,завязках,0.00072814903063048
22679,Обувь,завязок,0.006701076532039816
22680,Аксессуары,завязом,0.00018656305151807238
22681,Красота,заг,0.00021127111742988953
22682,Книги,загадк,0.00033719375763909877
22683,Игрушки,загадок,9.93092095679102e-05
22684,Книги,загадочн,0.00033719375763909877
22685,Красота,загар,0.0027465245265885637
22686,Автотовары,заглушк,0.00027657109188917534
22687,Бытовая техника,заглушк,0.0002610971621167584
22688,Для ремонта,заглушк,0.0010517302811438895
22689,Зоотовары,заглушк,0.0001669917499097213
22690,Игрушки,заговор,7.669945712768627e-05
22691,Книги,заговор,0.00017361651398556337
22692,Книги,загот,0.00011239791921303292
22693,Книги,заготовк,8.680825699278168e-05
22694,Продукты,заготовк,0.000679274109418615
22695,Бытовая техника,заготовщик,0.0014381305799354856
22696,Зоотовары,заградитель,0.000306598432801956
22697,Дом,загребушк,0.000247930752547815
22698,Ювелирные изделия,загребушк,0.0033591075102335395
22699,Красота,загуститель,0.00010563555871494477
22700,Автотовары,зад,0.00010818425246318525
22701,Книги,зад,7.183926418781382e-05
22702,Электроника,зад,0.00010124929231777476
22703,Книги,задан,0.0019107646266215597
22704,Книги,заданий,0.00011239791921303292
22705,Игрушки,заданиям,6.34735997995666e-05
22706,Книги,заданиям,0.00035919632093906915
22707,Товары для взрослых,заданиям,0.0002465674289223661
22708,Книги,задач,0.0006743875152781975
22709,Книги,задачах,0.00022479583842606584
22710,Книги,задачник,0.00011239791921303292
22711,Для ремонта,задвижк,0.00032183112449507643
22712,Для ремонта,задвижкой,0.00032183112449507643
22713,Для ремонта,заделк,0.00032183112449507643
22714,Автотовары,задн,0.0008463119024082458
22715,Автотовары,заднег,0.0049676021444494435
22716,Электроника,заднег,0.002446927787255817
22717,Автотовары,задней,0.0005229054888894151
22718,Электроника,задней,0.0002446927787255817
22719,Автотовары,задний,0.00016926238048164914
22720,Книги,задонский,0.00011239791921303292
22721,Дом,заж,0.0009630501173734994
22722,Книги,зажив,0.00022479583842606584
22723,Красота,заживит,0.00021127111742988953
22724,Красота,заживляющ,0.00021127111742988953
22725,Дом,зажиг,0.00016050835289558324
22726,Дом,зажигалк,0.00930948446794383
22727,Продукты,зажигалкин,0.00017590261368866553
22728,Дом,зажигалкой,0.00016050835289558324
22729,Автотовары,зажиган,0.004570084273004526
22730,Автотовары,зажим,0.00010730871140752621
22731,Аксессуары,зажим,0.0007096617900927167
22732,Зоотовары,зажим,9.718840846360393e-05
22733,Канцтовары,зажим,0.0001294194576966055
22734,Обувь,зажим,0.00023601880558659505
22735,Сад и дача,зажим,0.00011990072009486731
22736,Товары для взрослых,зажим,0.0012228597263603484
22737,Ювелирные изделия,зажим,0.004073393392391763
22738,Канцтовары,зажимам,0.0008165542276313326
22739,Ювелирные изделия,зажимзапонк,0.00019769626218983267
22740,Аксессуары,зажимом,0.0005962099850037727
22741,Электроника,зажимом,0.00010124929231777476
22742,Ювелирные изделия,зажимом,0.00037907340566012594
22743,Бытовая техника,заз,0.0004793768599784952
22744,Книги,заземлен,0.00011239791921303292
22745,Бытовая техника,заземлением,0.0003063942920886968
22746,Для ремонта,заземлением,0.0008227949890297307
22747,Электроника,заземлением,0.0002024985846355495
22748,Для ремонта,заземлением18,0.0002485597523428623
22749,Электроника,заземлением18,0.00012234638936279085
22750,Продукты,зайечицк,0.00017590261368866553
22751,Детям,зайк,0.0012543132054179764
22752,Игрушки,зайк,0.0020946287933856977
22753,Мебель,зайк,0.00018705278756659744
22754,Игрушки,зайкакарапуз,9.93092095679102e-05
22755,Игрушки,зайкасказочник,0.0001986184191358204
22756,Аксессуары,зайц,0.0007204409759064519
22757,Книги,зайц,0.00026042477097834506
22758,Игрушки,зайцем,9.93092095679102e-05
22759,Аксессуары,зайчик,0.00040645335537803357
22760,Детям,зайчик,0.0001336095460964896
22761,Игрушки,зайчик,0.0008654352749993972
22762,Товары для взрослых,зайчик,0.00021011506292492808
22763,Мужчинам,зайчикам,0.00023569888036877162
22764,Дом,зайчонок,0.00016050835289558324
22765,Аксессуары,зак,0.00028817639036258076
22766,Игрушки,зак,7.669945712768627e-05
22767,Автотовары,закаленн,0.00013072637222235378
22768,Для ремонта,закаленн,0.0004971195046857246
22769,Бытовая техника,закаленном,0.0004793768599784952
22770,Для ремонта,закат,0.00017528838019064823
22771,Дом,закат,0.0004371119982611589
22772,Женщинам,закат,0.00011584389143307633
22773,Книги,закат,6.121859477253046e-05
22774,Продукты,закваск,0.0007036104547546621
22775,Канцтовары,закладк,0.0009459736853279379
22776,Ювелирные изделия,закладк,0.00015268670501061542
22777,Игрушки,закладкам,9.93092095679102e-05
22778,Книги,закладкойлясс,0.00011239791921303292
22779,Канцтовары,закладок,0.0004082771138156663
22780,Аксессуары,заколк,0.0037596935372468106
22781,Книги,заколк,6.121859477253046e-05
22782,Красота,заколк,0.00017260623260159598
22783,Ювелирные изделия,заколк,0.00010767714783139821
22784,Аксессуары,заколкаавтомат,0.00018656305151807238
22785,Аксессуары,заколкакорон,0.0007462522060722895
22786,Ювелирные изделия,заколкасамолет,0.00019769626218983267
22787,Аксессуары,заколках,0.0005596891545542171
22788,Канцтовары,заколкеавтомат,0.0008165542276313326
22789,Аксессуары,заколок,0.00018656305151807238
22790,Книги,закон,0.0010115812729172963
22791,Книги,законов,0.00033719375763909877
22792,Книги,законоведен,0.00011239791921303292
22793,Книги,законодательств,0.00033719375763909877
22794,Книги,закономерность,0.00022479583842606584
22795,Красота,закрепляющ,0.00010563555871494477
22796,Зоотовары,закругленн,0.00023679509135583862
22797,Красота,закругленн,8.15854847910717e-05
22798,Красота,закругленный,0.00010563555871494477
22799,Канцтовары,закрыт,0.0009459736853279379
22800,Мебель,закрыт,0.002938371464301183
22801,Игрушки,закрытой,6.34735997995666e-05
22802,Книги,закрытой,7.183926418781382e-05
22803,Обувь,закрытой,0.0009517780137223347
22804,Женщинам,закрытый,0.0013688932172667707
22805,Зоотовары,закрытый,0.00023679509135583862
22806,Книги,закупк,0.00011239791921303292
22807,Книги,закупках,0.00011239791921303292
22808,Книги,закупок,0.00011239791921303292
22809,Продукты,закуск,0.0005277078410659967
22810,Мебель,закусок,0.00029265812147682616
22811,Для ремонта,зал,0.0005258651405719447
22812,Дом,зал,0.0023604047906102582
22813,Женщинам,зал,3.8614630477692115e-05
22814,Мужчинам,зал,0.000320939087366171
22815,Книги,залечить,0.00011239791921303292
22816,Продукты,заливк,0.00035180522737733106
22817,Продукты,заливн,0.00017590261368866553
22818,Автотовары,заливным,0.0006770495219265965
22819,Здоровье,заманих,0.0001930701019546847
22820,Автотовары,замен,0.000432737009852741
22821,Книги,замен,7.183926418781382e-05
22822,Продукты,замен,0.00011242836544114359
22823,Продукты,заменитель,0.0015831235231979898
22824,Сад и дача,заменяет,0.00018912426622707312
22825,Книги,заметк,0.00022479583842606584
22826,Канцтовары,заметок,0.0016331084552626651
22827,Автотовары,замк,9.219036396305846e-05
22828,Для ремонта,замк,0.0017528838019064826
22829,Игрушки,замк,0.00010817940937492465
22830,Мужчинам,замк,0.00019256345241970262
22831,Для ремонта,замкам,0.00032183112449507643
22832,Автотовары,замков,0.000653631861111769
22833,Для ремонта,замков,0.000745679257028587
22834,Аксессуары,замком,0.00070351591410715
22835,Для ремонта,замком,0.0016687029363829334
22836,Дом,замком,0.00045394913284141375
22837,Электроника,замком,0.0005226906538854914
22838,Ювелирные изделия,замком,0.0007454984546957521
22839,Автотовары,замок,8.2497063960569e-05
22840,Детям,замок,0.0006575868819614174
22841,Для ремонта,замок,0.00219600905416729
22842,Зоотовары,замок,0.0006724507656157498
22843,Игрушки,замок,0.000484024754365644
22844,Канцтовары,замок,9.949541970355068e-05
22845,Книги,замок,5.4781802689805245e-05
22846,Мебель,замок,0.00014263911270390796
22847,Электроника,замок,0.00011581310339706187
22848,Ювелирные изделия,замок,0.0020716432352833264
22849,Продукты,замороженн,0.00035180522737733106
22850,Сад и дача,заморозков,0.00018912426622707312
22851,Ювелирные изделия,замочек,0.00019769626218983267
22852,Ювелирные изделия,замочк,0.0007907850487593307
22853,Аксессуары,замш,0.00010161333884450839
22854,Женщинам,замш,0.0001930731523884606
22855,Мужчинам,замш,0.00038512690483940524
22856,Обувь,замш,0.002838737230673692
22857,Женщинам,замшев,0.0011498703025040874
22858,Обувь,замшев,0.0011500979492117768
22859,Книги,замятин,0.00011239791921303292
22860,Книги,зан,0.00022479583842606584
22861,Дом,занавес,0.00010258910528549732
22862,Книги,занавес,7.183926418781382e-05
22863,Сад и дача,занавес,0.0006043950021913633
22864,Дом,занавеск,0.0010258910528549731
22865,Книги,занавеск,7.183926418781382e-05
22866,Сад и дача,занавеск,0.0004835160017530906
22867,Книги,занавесом,0.00011239791921303292
22868,Продукты,занд,0.00017590261368866553
22869,Книги,заним,0.00011239791921303292
22870,Игрушки,занимательн,7.669945712768627e-05
22871,Книги,занимательн,0.0006944660559422535
22872,Книги,занимательных,0.00011239791921303292
22873,Книги,занят,0.00026042477097834506
22874,Товары для взрослых,занят,0.0005958883064276426
22875,Книги,занятий,0.0019107646266215597
22876,Сад и дача,зап,0.0001460662975005266
22877,Ювелирные изделия,зап,0.00015268670501061542
22878,Книги,запад,0.00017361651398556337
22879,Электроника,запад,0.0002446927787255817
22880,Книги,западн,0.00022479583842606584
22881,Книги,западног,0.00011239791921303292
22882,Книги,западных,0.00022479583842606584
22883,Бытовая техника,запайщик,0.0009587537199569904
22884,Сад и дача,запарк,0.00018912426622707312
22885,Сад и дача,запарник,0.0007564970649082925
22886,Электроника,запас,0.0003168242299519666
22887,Красота,запаск,0.0006338133522896686
22888,Красота,запаска500,0.0003169066761448343
22889,Для ремонта,запасной,0.00032183112449507643
22890,Автотовары,запах,3.59496950533748e-05
22891,Для ремонта,запах,0.0023923838025768323
22892,Дом,запах,3.409042413143465e-05
22893,Женщинам,запах,0.0006023120554456395
22894,Здоровье,запах,0.00012301867555172537
22895,Зоотовары,запах,0.0002604741852668892
22896,Красота,запах,6.730791765640183e-05
22897,Мужчинам,запах,2.5030083027214233e-05
22898,Обувь,запах,0.0011069675114882287
22899,Сад и дача,запах,0.00016067267112064912
22900,Товары для взрослых,запах,0.000983214138254008
22901,Зоотовары,запахов,0.0014207705481350317
22902,Сад и дача,запахов,0.0005842651900021064
22903,Женщинам,запахом,0.0009062758303124203
22904,Зоотовары,запахом,0.0001959627541848251
22905,Сад и дача,запахом,0.00012087900043827265
22906,Игрушки,запекан,0.00015339891425537254
22907,Продукты,запекан,0.000271709643767446
22908,Красота,запеченн,0.0001631709695821434
22909,Продукты,запеченн,0.000271709643767446
22910,Продукты,запеченный,0.00035180522737733106
22911,Для ремонта,запиран,0.00032183112449507643
22912,Канцтовары,запис,0.0003153245617759793
22913,Книги,запис,8.680825699278168e-05
22914,Канцтовары,записей,0.0028379210559838137
22915,Книги,записей,8.680825699278168e-05
22916,Книги,записк,0.0008991833537042634
22917,Канцтовары,записн,0.0015766228088798966
22918,Книги,записн,8.680825699278168e-05
22919,Аксессуары,заплатил,0.00037312610303614477
22920,Автотовары,заплатк,0.0002163685049263705
22921,Аксессуары,заплатк,0.00011924199700075454
22922,Сад и дача,заплатк,0.00012087900043827265
22923,Книги,заповедник,0.00011239791921303292
22924,Красота,заполнен,0.00021127111742988953
22925,Книги,запомин,0.00011239791921303292
22926,Книги,запоминай,0.00011239791921303292
22927,Книги,запоминайк,0.00011239791921303292
22928,Аксессуары,запонк,0.00011924199700075454
22929,Мужчинам,запонк,0.002109061089012494
22930,Ювелирные изделия,запонк,0.012509422386784156
22931,Мужчинам,запонкам,0.00218444709189144
22932,Ювелирные изделия,запонкам,0.00030537341002123084
22933,Для ремонта,запор,0.00032183112449507643
22934,Детям,запорах,0.0001894589684282876
22935,Продукты,запорах,0.000135854821883723
22936,Детям,запоров,0.0003789179368565752
22937,Продукты,запоров,0.000271709643767446
22938,Автотовары,запотеван,0.00016926238048164914
22939,Книги,запр,8.680825699278168e-05
22940,Электроника,запр,0.00012234638936279085
22941,Электроника,заправ,0.0001584121149759833
22942,Продукты,заправк,0.000407564465651169
22943,Сад и дача,заправк,0.0002921325950010532
22944,Электроника,заправочный,0.0001584121149759833
22945,Книги,запредельн,0.00011239791921303292
22946,Электроника,запретный,0.0003168242299519666
22947,Книги,запретов,0.00022479583842606584
22948,Книги,запрос,0.00022479583842606584
22949,Игрушки,запуск,0.00015339891425537254
22950,Книги,запуск,0.0007812743129350352
22951,Игрушки,запуском,9.93092095679102e-05
22952,Автотовары,запчаст,0.00013072637222235378
22953,Здоровье,запчаст,0.00014911378382671556
22954,Бытовая техника,запчасть,0.0003702370110476268
22955,Дом,запчасть,0.0001239653762739075
22956,Аксессуары,запясть,0.00014408819518129038
22957,Здоровье,запясть,0.0014911378382671554
22958,Женщинам,зар,0.00010951145738134167
22959,Электроника,зар,0.0002446927787255817
22960,Книги,зарабатывать,0.00033719375763909877
22961,Книги,заработать,0.00011239791921303292
22962,Книги,зараев,0.00011239791921303292
22963,Книги,заратустр,0.00011239791921303292
22964,Книги,зарисовк,0.00022479583842606584
22965,Книги,зарожден,0.00022479583842606584
22966,Книги,зарубежног,0.00022479583842606584
22967,Книги,зарубежной,0.00022479583842606584
22968,Книги,зарубежных,0.00022479583842606584
22969,Книги,зарубин,0.00022479583842606584
22970,Автотовары,заряд,0.00039217911666706136
22971,Красота,заряд,8.15854847910717e-05
22972,Автотовары,зарядк,0.000865474019705482
22973,Игрушки,зарядк,6.34735997995666e-05
22974,Электроника,зарядк,0.007998694093104207
22975,Автотовары,зарядкой,0.0002163685049263705
22976,Здоровье,зарядкой,0.0009872078884166722
22977,Электроника,зарядкой,0.0003037478769533243
22978,Автотовары,зарядн,0.0033988856777811987
22979,Электроника,зарядн,0.009787711149023269
22980,Электроника,заряднокоммуникационн,0.0001584121149759833
22981,Автотовары,зарядным,0.00018438072792611692
22982,Здоровье,зарядным,0.00010515746569874642
22983,Игрушки,зарядным,5.4089704687462324e-05
22984,Электроника,зарядным,0.00017256132749919687
22985,Игрушки,заряженный,0.0001986184191358204
22986,Автотовары,заслонк,0.00016926238048164914
22987,Сад и дача,заслонкой,0.00018912426622707312
22988,Для ремонта,засов,0.00032183112449507643
22989,Сад и дача,засоров,0.0005673727986812194
22990,Ювелирные изделия,застежк,0.0009884813109491634
22991,Здоровье,застежкой,0.0002982275676534311
22992,Ювелирные изделия,застежкой,0.00015268670501061542
22993,Аксессуары,застжкой,0.00018656305151807238
22994,Игрушки,засыпает,9.93092095679102e-05
22995,Канцтовары,зат,0.0004082771138156663
22996,Сад и дача,затеняющ,0.0024586154609519506
22997,Книги,затерялс,0.00011239791921303292
22998,Электроника,затерянн,0.0001584121149759833
22999,Для ремонта,затирк,0.005149297991921223
23000,Зоотовары,затонувш,0.001839590596811736
23001,Дом,заточ,0.00016050835289558324
23002,Канцтовары,заточенн,0.002449662682893997
23003,Дом,заточк,0.00037189612882172253
23004,Канцтовары,заточк,0.0003153245617759793
23005,Дом,затяжек,0.00016050835289558324
23006,Женщинам,зауженн,0.0008213359303600625
23007,Мужчинам,зауженн,0.00791862070810647
23008,Здоровье,заушный,0.0011584206117281083
23009,Для ремонта,зах,0.00032183112449507643
23010,Автотовары,захват,9.219036396305846e-05
23011,Бытовая техника,захват,0.0002610971621167584
23012,Зоотовары,захват,0.0001669917499097213
23013,Сад и дача,захват,0.00010300832877398014
23014,Для ремонта,захватом,0.00032183112449507643
23015,Продукты,захед,0.0007036104547546621
23016,Книги,захермазох,0.00011239791921303292
23017,Красота,захрат,0.00010563555871494477
23018,Дом,зачат,0.00016050835289558324
23019,Книги,зачем,0.00022479583842606584
23020,Автотовары,зашипун,0.0003385247609632983
23021,Здоровье,защ,0.00012340098605208402
23022,Красота,защ,0.0007426880274663767
23023,Электроника,защ,0.00010124929231777476
23024,Для ремонта,защелк,0.0009942390093714492
23025,Мебель,защелк,0.00022602857417701407
23026,Для ремонта,защелкой,0.0017399182664000364
23027,Зоотовары,защелкой,0.00023679509135583862
23028,Для ремонта,защелок,0.0006436622489901529
23029,Женщинам,защипам,0.00010951145738134167
23030,Мужчинам,защипам,0.00018203725765762
23031,Автотовары,защит,0.00043139634064049754
23032,Аксессуары,защит,0.00019812095254765992
23033,Для ремонта,защит,0.0002050614687922999
23034,Дом,защит,6.81808482628693e-05
23035,Здоровье,защит,0.0007791182784942607
23036,Зоотовары,защит,0.0003907112779003338
23037,Книги,защит,0.00021485009356242744
23038,Красота,защит,0.0003141036157298752
23039,Обувь,защит,0.0004744146477806695
23040,Сад и дача,защит,0.0012050450334048686
23041,Электроника,защит,3.364520344060838e-05
23042,Красота,защитаух,0.00021127111742988953
23043,Автотовары,защитн,0.0003733468313351349
23044,Аксессуары,защитн,0.0003772151275990961
23045,Для ремонта,защитн,0.0005915600295300452
23046,Здоровье,защитн,0.0037972534281875974
23047,Зоотовары,защитн,0.0001690682138777712
23048,Книги,защитн,4.131987949462271e-05
23049,Красота,защитн,7.766778223315259e-05
23050,Мебель,защитн,0.0003765558507688127
23051,Мужчинам,защитн,2.166198761072318e-05
23052,Обувь,защитн,0.000136858837841874
23053,Сад и дача,защитн,6.952612597035937e-05
23054,Электроника,защитн,0.0007861817094675275
23055,Игрушки,защитник,9.93092095679102e-05
23056,Здоровье,защитной,0.0003861402039093694
23057,Аксессуары,защитный,5.9138482507726396e-05
23058,Для ремонта,защитный,0.0004080680321537366
23059,Дом,защитный,5.0879423030556045e-05
23060,Здоровье,защитный,6.120114757077728e-05
23061,Зоотовары,защитный,0.00019437681692720786
23062,Игрушки,защитный,3.1479952247238386e-05
23063,Красота,защитный,6.69706738866512e-05
23064,Сад и дача,защитный,0.00047960288037946923
23065,Для ремонта,защитныйбелый,0.00032183112449507643
23066,Для ремонта,защитным,0.00032183112449507643
23067,Книги,защитных,0.00011239791921303292
23068,Сад и дача,защитой,0.0001460662975005266
23069,Электроника,защитой,0.00012234638936279085
23070,Книги,защищенный,0.00011239791921303292
23071,Игрушки,заяц,5.4089704687462324e-05
23072,Мужчинам,заяц,0.000320939087366171
23073,Продукты,заяц,9.580703007878048e-05
23074,Товары для взрослых,заяц,0.00021011506292492808
23075,Аксессуары,заячь,0.0007462522060722895
23076,Для ремонта,зв,0.00032183112449507643
23077,Для ремонта,зв2,0.00032183112449507643
23078,Для ремонта,зв303,0.00032183112449507643
23079,Игрушки,зведолет,9.93092095679102e-05
23080,Автотовары,звезд,0.0005652734933366566
23081,Аксессуары,звезд,0.00020768376993374684
23082,Бытовая техника,звезд,0.0002668234483977968
23083,Игрушки,звезд,0.00041456985046834505
23084,Книги,звезд,0.0001564030458129737
23085,Мебель,звезд,0.0001628949073127374
23086,Сад и дача,звезд,0.00010526746929894443
23087,Электроника,звезд,4.408646965956624e-05
23088,Ювелирные изделия,звезд,0.0006602320990030158
23089,Аксессуары,звездам,0.0004322645855438711
23090,Книги,звездам,8.680825699278168e-05
23091,Детям,звездн,0.0007081539206627087
23092,Дом,звездн,0.000695030971321031
23093,Женщинам,звездн,2.5583035388028546e-05
23094,Канцтовары,звездн,0.0001473263093292356
23095,Книги,звездн,4.05586550252191e-05
23096,Мужчинам,звездн,0.0002551549791750662
23097,Электроника,звездн,0.00011432564531641706
23098,Детям,звездног,0.00010093972834544903
23099,Дом,звездног,0.0005283690293105727
23100,Женщинам,звездног,5.834538660528459e-05
23101,Канцтовары,звездног,0.0005039947573402312
23102,Книги,звездног,0.00018499840787025037
23103,Электроника,звездног,0.0006518356670458234
23104,Электроника,звездныий,0.0001584121149759833
23105,Детям,звездный,0.0001336095460964896
23106,Женщинам,звездный,7.722926095538423e-05
23107,Игрушки,звездный,0.00010817940937492465
23108,Книги,звездный,0.00012243718954506091
23109,Ювелирные изделия,звездой,0.00019769626218983267
